text,class,cleaned_text,original_length,cleaned_length
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,while concerns remain longer term size and scale may enable nokia to hold on to its newfound margin improvements in the near term the analyst wrote,31,26
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 euro,21,20
"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive,wñrtsilñ solution has been selected for its low fuel consumption environmentally sound technology and global service support,21,17
The company said it estimates to make a slight profit thanks to cost-cutting measures .,positive,the company said it estimates to make a slight profit thanks to cost cutting measures,15,15
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",positive,the previously concluded adaptation measures concerning the other personnel are adequate for the time being raute said,19,17
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive,after fixing our home base cutting costs and closing the non profitable units we are now looking at going forward she said,26,22
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",positive,29 september 2010 finnish waste management and recycling company lassila tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow,33,30
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral,method and system for controlling a hard disk drive using a multimediacard physical interface was invented by marko ahvenainen ruutana finland,25,21
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive,dubai nokia has announced the launch of comes with music its ground breaking service which introduces a new way for people to enjoy music,27,24
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",neutral,steve jackson ebusiness analyst at satama and former ceo of aboavista said google broke the mold when they gave away google analytics for free,28,24
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,neutral,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks,19,18
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,typical end uses include roof structures floorings walls and ceilings non visible structures in vehicles packaging and boxes construction site structures fencing and shelters and formwork with a limited number of concrete pourings,39,33
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,neutral,our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment,31,29
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,positive,block lamp harri koskinen light was introduced in 1996 and has been a bestseller ever since,19,16
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral,amer which bought salomon from adidas in october said the job cuts are aimed at boosting competitiveness,20,17
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative,however this increases signaling traffic which wastes network resources and allows fewer smartphones to connect,17,15
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral,in a note to clients published the dutch broker described the company third quarter results as soft although it also noted that elcoteq retained its guidance dealers said,35,28
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",neutral,the eb tough voip field phone is equipped with an integrated speaker ethernet and shdsl connectivity and enables several innovative applications,24,21
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,adjustment to the fall in price level in contrast has been less effective,17,13
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,based on the first quarter result existing order backlog and new order prospects the company expects that full year sales will contract by 25 from 2008 the gross margin will stay at a healthy level and the operating profit margin will be lower than in 2008 due to lower sales volume,56,51
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,he answers questions on how many visitors conversations gets how big the team is and what the problems are when setting up social medium channels,27,25
"A local waste management company , Turun Seudun J+ñtehuolto , has planned to set up a 150,000 tonne waste-burning facility .",neutral,a local waste management company turun seudun jñtehuolto has planned to set up a 150000 tonne waste burning facility,21,19
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,as a result the russia import restrictions on finnish dairy companies will be canceled on august 2010,21,17
Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral,finnish forestry company upm kymmene and waste management company lassila tikanoja said on jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste,29,28
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",negative,only the driver was left in the car with the suspect who was kidnapped and forced at gunpoint to drive to durham,24,22
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,pge belchatow runs the 4.44 gw belchatow coal fired power plant and fortum has intentions to start a ccs demonstration project jointly with teollisuuden voima company tvo another finnish utility at the their jointly owned 565mw meri pori coal fired facility,44,41
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,for 24 hour news try icis news www.icis.com click trial then icis news,16,13
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,the administrators have indicated a need for 900 job cuts at the irish insurer over the next 15 months,20,19
The products have a low salt and fat content .,neutral,the products have a low salt and fat content,10,9
The total need for staff cuts corresponds to about 300 man-years .,negative,the total need for staff cuts corresponds to about 300 man years,12,12
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,finnair believes the strike will cause it daily net losses in excess of euro 2mn due to canceled reservations and passenger re routing,23,23
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,helsinki thomson financial shares closed little changed with cargotec and huhtamaki dropping sharply on disappointing second quarter reports,20,18
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,ruukki group calculates that it has lost euro 4mn in the failed project,14,13
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,samsung currently occupies third place and lost ground during the quarter dropping by 1.8 to an 11.1 share overall,23,19
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,the baltimore police and fire pension which has about 1.5 billion lost about 3.5 million in madoff ponzi scheme,24,19
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative,vanhanen said the strike would be extremely damaging as some 1300 participants and reporters begin to arrive in finland for the one day eu summit with russian president vladimir putin in lahti about 100 kilometers 60 miles north of helsinki,45,40
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit which saw ebit drop to million euro from 20 million euro a year amid a fall in volumes and tanker rates,54,51
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive,beyond the improved voice capabilities customers now have a streamlined way to comply with recalls and other traceability requirements providing them with a competitive advantage,29,25
Finnair was able to operate most of its leisure flights despite the strike .,positive,finnair was able to operate most of its leisure flights despite the strike,14,13
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,in asia earlier japan nikkei index fell 0.62 percent and hong kong hang seng index rose 0.56 percent,22,18
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral,february 2011 finnish privacy and security software developer tectia company Helsinki tec1v said wednesday it has set up two strategic business units managed security and mobile authentication,34,27
"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",neutral,operating profit for the 12 month period decreased from eur9.6 while net sales increased from eur69.0 as compared to 2005,25,20
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",negative,operating profit for the six month period decreased from eur21m while net sales increased from eur436.9 as compared to the corresponding period in 2007,28,24
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,operating profit for the 12 month period decreased from eur157.5 while net sales increased from eur634.3 as compared to 2007,26,20
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,operating profit for the 12 month period decreased from eur17.9 while net sales increased from eur58.3 as compared to 2007,25,20
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,operating profit for the nine month period decreased from eur19.9 while net sales increased from eur155.7 as compared to the corresponding period in 2007,29,24
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,operating loss totalled euro 0.3 million down from a profit of euro 5.1 million in the first half of 2009,22,20
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,pretax loss totaled euro 1.2 million down from a profit of euro 2.1 million in 2004,18,16
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,the finnish national carrier said net loss in april through june was euro26 million down from a net profit of euro13 million a year earlier,27,25
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,it generated an operating loss of euro 96.3 million down from a profit of euro 43.9 million,19,17
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral,the highest growth would be in china while weakening demand would continue in north america upm said,20,17
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,upm said the move will lower net profit by x20ac 385 million us 520 million in the second quarter mainly due to impairment charges,26,24
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,marubeni has participated in ghg green house gas emission reduction projects overseas obtained emissions credit from its projects and has provided these to japanese clients,29,25
Sales fell abroad but increased in Finland .,neutral,sales fell abroad but increased in finland,8,7
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral,total two offers were received by contracting authority for participating in this contract however the contract was allotted to affecto finland oy,24,22
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,elcoteq se is europe largest contract electronics maker and has set up a unit in bangalore in association with avista advisory of mumbai,25,23
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative,in january august 2009 imports by sea in container lorry and trailer units fell by 27.7 and exports by 28.6 from the corresponding period in 2008,31,26
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,the airline share price closed down slightly at x20ac 12.51 15us.74 in helsinki,21,13
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,the omx helsinki 25 ended 0.47 percent lower at 3150.55 and the omx helsinki was down 0.21 percent at 10736.42 on 1.523 bln euro turnover,26,25
"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",neutral,the podcast sees harple provide the low down on gypsii platform which takes someone location and demographic information to produce a contextual index of the world around them,32,28
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,when this information was released on september 2008 nokia american depositary shares fell by,20,14
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral,among other finnish shares traded in the us stora enso closed 0.33 percent lower at 12.11 euro upm kymmene was up 0.28 percent at 18.10 euro and metso was down 0.13 percent at 31.06 euro,39,35
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative,finnish construction company yit is reducing the number of start ups of market financed residential units in 2007 to about 2300 from the previously announced 2700,25,26
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,at 10.33 am huhtamaki was the market biggest faller 8.69 percent lower at 11.35 euro while the omx helsinki 25 was 0.32 percent higher at 3332.41 and the omx helsinki was up 0.47 percent at 11687.32,42,36
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,at 12.59 pm the omx helsinki 25 index was 0.32 percent lower at 2694.81,16,14
"Body The credit falls due February 24 , 2014 .",neutral,body the credit falls due february 24 2014,10,8
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,capacity will ease at its seikku sawmill in pori and alholma sawmill in pietarsaari and result in 60 people being laid off for around six weeks starting mid may it said,32,31
"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral,sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter the company said,34,32
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,the omx nordic 40 omxn40 index comprising the 40 most traded nordic stocks on the nasdaq omx exchange closed down 0.87 at 1064.14 points on thursday,30,26
The repurchases shall decrease the distributable capital and reserves .,negative,the repurchases shall decrease the distributable capital and reserves,10,9
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,net sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,30,29
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,in finland the bank of àland reports its operating profit fell to euro 6.1 million in the second quarter of 2008 from euro 7.5 million in the second quarter of 2007,33,31
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,budapest august 10 mti finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs hungary at the end of september because of falling orders communications director for elcoteq local unit zoltan krippl told mti on monday,47,40
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,earnings per share eps in 2005 decreased to eur0.66 from eur1.15 in 2004,16,13
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,finnair tallinn based subsidiary aero as carried 23335 passengers a decline of 60.8 on routes between helsinki and the baltic capitals and within southern finland,31,25
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,in q1 of 2009 bank of àland net interest income weakened by 10 to euro 9.1 million,21,17
Operating profit for 2009 lower than outlook published earlier .,negative,operating profit for 2009 lower than outlook published earlier,10,9
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,revenue for the quarter totaled 27.4 billion down percent from 28.1 billion in the fourth quarter in 2008,21,18
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,sampo bank market share of lending was 13.6 down from 14.4 in the first quarter of 2008,22,17
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,26 october 2010 finnish environmental management company lassila tikanoja company Helsinki lat1v or lt said today its net profit declined to eur20.9 for the first nine months of 2010 from eur27.6 for the same period a year earlier,50,38
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,finnish bank of àland reports its operating profit fell to euro 4.9 million in the third quarter of 2007 from euro 5.6 million in the third quarter of 2006,30,29
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,finnish exel composites a technology company that designs manufactures and markets composite profiles and tubes for various industrial applications reports its net sales decreased by 0.6 in the second quarter of 2010 to euro 19.2 million from euro 19.3 million in the corresponding period in 2009,52,46
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,finnish geosentric net sales decreased to euro 939000 in january march 2009,13,12
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,finnish kemira net sales euro decreased to euro 1259.6 million in january june 2009 from euro 1425.1 million in january june 2008,22,22
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,finnish plumbing and heating systems supplier uponor net sales in continuing business operations decreased to euro 249.1 million in july september 2008 compared to euro 262.1 million in the third quarter of 2007,35,33
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,finnish scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports net sales of euro 49.6 million in the first quarter of 2009 which are only a per cent smaller than in the corresponding period in 2008,47,43
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,cash flow after investments amounted to eur45m down from eur46m,12,10
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,comparable operating profit decreased to euro 13.8 million from euro 17.1 million in the corresponding period in 2005,19,18
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,consolidated operating profit from continuing operations decreased by 62.3 to euro 51.2 million from euro 135.7 million in 2007,21,19
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,diluted earnings per share eps declined to euro 0.78 from euro 1.76,15,12
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,diluted earnings per share eps fell to euro 0.63 from euro 1.71,15,12
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative,earnings per share eps in the first half of 2007 amounted to eur0.29 down from eur0.40 year ago,24,18
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,finnair total traffic decreased by 8.7 in terms of revenue passenger kilometres,15,12
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,finnish financial software solutions developer basware company said its net profit fell to 884000 euro 1.2 million for the first quarter of 2007 from 2.0 million euro 2.7 million a year earlier,39,32
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,finnish metal products company componenta company net profit went slightly down to 25.1 million euro 40.2 million for the first half of 2008 from 25.4 million euro 40.7 million for the same period of 2007,42,35
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,in a separate announcement to the helsinki stock exchange atrium revealed that the company third quarter profits declined from eur13.9 in the third quarter of last year to eur12.7 in this year q3,41,33
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,insurer axa par cs slid by 5.35 to euro 14.15 after citigroup and ing slashed their targets on the stock,26,20
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,adp news feb 11 2009 finnish wood products technology supplier raute company Helsinki rutav said today its net profit decreased to euro 4.7 million usd 6.1 for 2008 from euro 6.6 million for 2007,46,34
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,adp news feb 12 2009 finnish construction company lemminkainen company Helsinki lem1s said today its net profit decreased to euro 63.5 million usd 81.1 for 2008 from euro 80.6 million for 2007,44,32
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,adp news feb 2009 finnish broadband data communication systems and solutions company teleste company Helsinki tlt1v said today its net profit decreased to euro 5.5 million usd 7.2 for 2008 from euro 9.4 million for 200,48,36
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative,adp news jan 22 2009 finnish mobile phones maker nokia company omx nok1v said today its operating profit decreased to euro billion usd 6.5 bn for 2008 from euro billion for 2007,45,32
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,market share decreased on the route between helsinki in finland and tallinn in estonia by 0.1 percentage points to 24.8,22,20
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,net profit in the three months through march 31 fell to x20ac 103 million us 165 million from x20ac 131 million a year earlier the finnish company said,36,28
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,net sales decreased to euro 91.6 million from euro 109mn in the corresponding period in 2005,17,16
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,net sales fell by 33 from the third quarter of 2008 to euro 130.5 million,17,15
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,net sales of kyro main business area glaston technologies a manufacturer of glass processing machines decreased to euro 161.5 million from euro 164.1 million in january september 2005,32,28
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,operating profit decreased to euro 16mn from euro 21.1 million in 2008,13,12
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,operating profit fell to euro 23.26 million from euro 32.86 million,12,11
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative,operating profit fell to euro 38.1 million from euro 55.3 million in 2007,14,13
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative,operating profit fell to euro 6.2 million from euro 8.5 million in the third quarter of 2007,18,17
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative,orion net profit for the third quarter of 2007 decreased to 36.5 million euro 52.1 million from 40.3 million euro 57.5 million a year earlier,33,25
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative,pretax profit decreased by 37 to euro 193.1 million from euro 305.6 million,15,13
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,pretax profit totaled euro 9.0 million down from euro 36.3 million in 2007,15,13
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,prices and delivery volumes of broadband products decreased significantly in 2005,12,11
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,profit for the period totalled euro 1.1 million down from euro 1.6 million in the third quarter of 2008,21,19
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,revenue in the quarter fell percent to euro 2.4 billion compared to a year earlier,19,15
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,srv lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales,18,17
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,stora enso company said its second quarter result would fall by half compared with the same period in 2007,19,19
Subscription sales decreased slightly .,negative,subscription sales decreased slightly,5,4
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,the company confirmed its estimate for lower revenue for the whole 2009 than the year ago eur93.9 as given in the interim report on august 2009,29,26
The company said that the fall in turnover had been planned .,negative,the company said that the fall in turnover had been planned,12,11
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative,the fair value of the company investment properties went down to euro 2.768 billion at the end of 2009 from euro 2.916 billion a year earlier,28,26
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,the group order portfolio decreased from euro 42.9 million in 2007 to euro 33.3 million in 2008,19,17
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,the sales of the tiimari segment fell by 4.0 year on year to eur3.3 in june 2010,19,17
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,finnish electronics contract manufacturer scanfil had net sales of euro 52.2 million in the first quarter of 2007 down from euro 60.1 million a year before,28,26
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative,alma medium operating profit amounted to euro 11.9 million down from euro 15.0 million a year earlier,20,17
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,commission income decreased to euro 3.8 million compared to euro 4.6 million in the third quarter of 2007,20,18
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,commission income fell to euro 4.6 million from euro 5.1 million in the corresponding period in 2007,18,17
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,exports of goods fell by 59 and imports by 16.7,14,10
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,finnish developer and manufacturer of mobile phone chargers salcomp plc omx helsinki sal1v on wednesday 19 november lowered its full year net sales estimate,25,24
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,however its market share shrank to 47.59 per cent from 48 per cent a year earlier,18,16
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,however the company saw its net profit for the third quarter down to eur1.4 from eur1.5 for the corresponding period of 2009,28,22
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,in food trade sales amounted to eur320.1 a decline of 1.1,17,11
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,in the baltic countries development of operations and reorganisation continued and non recurring items related to the takeover process lowered earnings,23,21
